Type_of_Coarse_Aggregate,Type_of_Fine_Aggregate,Max_Size_of_Coarse_Aggregate(mm),Passing_0.6_mm_sieve(%),Target_Mean_Strength(MPa),Cement_O.P.C.(kg/m3),W/C_Ratio,Water_Content(kg/m3),Total_Aggregate(kg/m3),Fine_Aggregate(kg/m3),Coarse_Aggregate(kg/m3),Workability_Slump(mm),Hardened_Concrete_Density_(avg.),7_day_str(MPa),28_day_str(MPa),Admix_1,Admix_2,Dos_1(lit),Dos_2(lit),,
Natural,Natural,20,37.9,43,400,0.44,175,1825,805,1020,175,2413,28,41.7,SP,NA,1.25,0,,
Natural,Natural,40,37.9,43,350,0.48,168,1872,750,1122,200,2395,36.5,0,EU,NA,0.75,0,,
Natural,Natural,40,37.9,43,350,0.48,168,1872,750,1122,200,2394,36.5,0,EU,NA,0.75,0,,
Natural,Natural,40,37.9,43,350,0.48,168,1872,750,1122,200,2394,36.4,45.4,EU,NA,0.75,0,,
Natural,Natural,20,37.7,43,360,0.46,165,1865,785,1080,170,2394,40,44.2,RE,NA,0.75,0,,
Natural,Natural,20,37.7,43,360,0.46,165,1865,785,1080,170,2398,0,0,RE,NA,0.75,0,,
Natural,Natural,20,37.7,43,360,0.46,165,1865,785,1080,170,2394,40,0,RE,NA,0.75,0,,
Natural,Natural,40,37.1,43,375,0.48,180,1845,665,1180,120,2405,31,38.1,NA,NA,0,0,,
Natural,Natural,40,37.1,43,375,0.48,180,1845,665,1180,120,2407,31,0,NA,NA,0,0,,
Crushed,Natural,20,37,43,375,0.51,190,1885,775,1100,90,2455,25.6,0,NA,NA,0,0,,
Crushed,Natural,20,37,43,375,0.41,190,1885,775,1110,90,2456,25.6,31.5,NA,NA,0,0,,
Crushed,Natural,20,36.9,43,375,0.53,200,1865,710,1155,115,2442.5,28.3,0,NA,NA,0,0,,
Natural,Natural,40,36.9,43,375,0.48,180,1825,640,1185,125,2396,25.5,34.2,NA,NA,0,0,,
Natural,Natural,40,36.9,43,375,0.48,180,1825,640,1185,80,2385,26.1,0,NA,NA,0,0,,
Natural,Natural,40,36.9,43,375,0.48,180,1825,640,1185,85,2385,25,34.1,NA,NA,0,0,,
Natural,Natural,40,36.9,43,375,0.48,180,1825,640,1185,160,2391,25.5,0,NA,NA,0,0,,
Natural,Natural,40,36.9,43,375,0.48,180,1825,640,1185,85,2385,25,25,NA,NA,0,0,,
Crushed,Natural,20,36.9,43,375,0.49,185,1890,680,1210,150,2452,25.1,0,SP,NA,3.75,0,,
Crushed,Natural,20,36.9,43,375,0.49,185,1890,680,1210,150,2454,25.1,36.8,SP,NA,3.75,0,,
Crushed,Natural,20,36.5,43,370,0.51,190,1890,795,1110,150,2452,37.1,0,SP,NA,1,0,,
Natural,Natural,40,36.5,43,375,0.48,180,1845,625,1120,100,2404.3,30.3,0,NA,NA,0,0,,
Natural,Natural,40,36.5,43,375,0.48,180,1845,625,1120,100,2405.3,30.3,40.5,NA,NA,0,0,,
Crushed,Natural,20,36.5,43,365,0.51,185,1900,795,1150,150,2451,36,0,SP,NA,1,0,,
Natural,Natural,20,36.3,43,375,0.48,180,1845,685,1160,140,2402,26.2,0,NA,NA,0,0,,
Crushed,Natural,20,34.8,38.5,400,0.44,175,1835,770,1065,200,2458,29.9,0,SP,NA,0.75,0,,
Crushed,Natural,20,34.8,43,400,0.44,175,1835,770,1065,200,2456,29.9,38.4,SP,NA,0.75,0,,
Crushed,Natural,20,34.8,38.5,400,0.42,168,1860,780,1080,200,2470,29.6,0,SP,NA,0.75,0,,
Crushed,Natural,20,34.8,43,400,0.42,168,1860,780,1080,200,2468,29.6,38.4,SP,NA,0.75,0,,
Crushed,Natural,20,34.8,38.5,450,0.33,150,1880,750,1130,215,2481,37.1,0,SP,NA,0.75,0,,
Crushed,Natural,20,34.8,43,450,0.33,150,1880,750,1130,215,2480,37.1,46.3,SP,NA,0.75,0,,
Natural,Natural,20,34.4,43,400,0.54,215,1785,624,1160,145,2426.5,39,0,NA,NA,0,0,,
Crushed,Natural,20,34.4,43,400,0.54,215,1785,625,1260,145,2428,39,44.7,NA,NA,0,0,,
Crushed,Natural,40,34.2,43,350,0.53,185,1915,765,1150,140,2453.5,27,0,RE,NA,0.8,0,,
Crushed,Natural,40,34.2,43,350,0.53,185,1915,765,1150,140,2454,27,35.3,RE,NA,0.8,0,,
Crushed,Natural,20,34,43,375,0.51,190,1185,735,1150,120,2444,24.6,31.8,NA,NA,0,0,,
Crushed,Natural,20,34,43,375,0.51,190,1885,735,1150,120,2445,24.6,0,NA,NA,0,0,,
Crushed,Natural,40,34,43,400,0.4,180,1895,695,1200,200,2467,28.7,0,EU,NA,1.25,0,,
Crushed,Natural,40,34,43,400,0.45,180,1895,695,1200,200,2467,28.7,40.7,EU,NA,1.25,0,,
Crushed,Natural,20,33.8,43,375,0.48,180,1875,770,1105,200,2444,36.5,0,NA,NA,0,0,,
Crushed,Natural,20,33.8,43,375,0.48,180,1875,770,1105,200,2442.7,36.5,46.6,NA,RH,0.8,0,,
Natural,Natural,20,33.7,43,350,0.48,168,1882,755,1127,190,2406,36.1,0,SP,NA,1,0,,
Natural,Natural,20,33.7,43,350,0.48,168,1882,755,1127,190,2407,36.1,43.4,SP,NA,1,0,,
Crushed,Natural,20,33.4,43,400,0.45,180,1880,780,1100,120,2459,41.4,51.5,CO,RP,1,0.5,,
Crushed,Natural,20,33.4,43,375,0.49,185,1885,755,1135,150,2452,34.9,43.2,CO,CO,0.8,0.5,,
Natural,Natural,40,33.4,43,375,0.44,165,1860,670,1190,180,2404,31.7,34.3,RE,NA,1,0,,
Natural,Natural,40,33.4,43,375,0.44,165,1860,670,1190,190,2404,26.7,31.7,RE,NA,1,0,,
Crushed,Natural,20,33.2,43,375,0.49,185,1890,700,1190,150,2453,29.4,0,SP,NA,3.75,0,,
Crushed,Natural,20,33.2,43,375,0.49,185,1890,700,1190,150,2454,32.3,45.7,SP,NA,3.75,0,,
Natural,Natural,40,33.1,43,360,0.46,165,1875,715,1160,180,2392,29.4,0,SP,NA,1,0,,
Natural,Natural,40,33.1,43,360,0.46,165,1875,715,1160,180,2395.3,33.7,41.1,SP,NA,1,0,,
Natural,Natural,40,33.1,43,360,0.46,165,1875,715,1160,180,2395,29.4,32.2,SP,NA,1,0,,
Natural,Natural,40,33.1,43,360,0.46,165,1875,715,1160,180,2394,33.7,0,SP,NA,1,0,,
Crushed,Natural,20,33.1,43,375,0.51,190,1885,680,1205,110,2453,33.7,0,NA,NA,0,0,,
Crushed,Natural,20,33.1,43,375,0.51,190,1885,680,1205,110,2457,33.7,38.6,NA,NA,0,0,,
Natural,Natural,40,33,43,375,0.45,170,1900,750,1150,70,2447,35.6,43.2,NA,NA,3,0,,
Natural,Natural,40,33,0,375,0.45,170,1900,750,1150,70,2446,35.6,0,DO,NA,0,0,,
Natural,Natural,40,32.8,43,375,0.47,175,1860,700,1160,125,2409,32.5,0,SI,NA,3,0,,
Natural,Natural,40,32.8,43,400,0.45,180,1840,680,1160,90,2420,36.6,44.1,SI,NA,3,0,,
Natural,Natural,40,32.8,43,375,0.47,175,1860,700,1160,125,2407,32.5,39.7,SI,NA,3,0,,
Natural,Natural,40,32.8,43,400,0.45,180,1840,680,1160,90,2423,36.6,0,SI,NA,3,0,,
Natural,Natural,20,32.8,43,375,0.48,180,1845,665,1180,150,2404,24.8,32.9,NA,NA,0,0,,
Natural,Natural,20,32.8,43,375,0.48,180,1845,665,1180,150,2404,24.8,0,NA,NA,0,0,,
Natural,Natural,40,32.7,43,350,0.47,165,1880,670,1210,190,2396,25.5,31.3,RE,LC,1,0.5,,
Natural,Natural,40,32.7,43,350,0.47,165,1880,670,1210,190,2396,25.5,0,R,LD,1,0.5,,
Natural,Natural,40,32.2,43,375,0.48,180,1845,685,1160,90,2403,29.5,0,NA,NA,0,0,,
Natural,Natural,40,32.2,43,375,0.48,180,1845,685,1160,100,2405,30.3,35.4,PE,NA,1,0,,
Natural,Natural,40,32.2,43,375,0.48,180,1845,685,1160,90,2405,29.5,33.3,NA,NA,0,0,,
Natural,Natural,20,31.9,43,350,0.47,165,1870,750,1120,210,2405,42.1,45.9,SP,NA,1,0,,
Natural,Natural,20,31.9,43,350,0.47,165,1870,750,1120,210,2402,42.1,0,SP,NA,1,0,,
Natural,Natural,20,31.3,43,365,0.45,165,1870,730,1140,165,2405,35.4,0,RE,NA,1,0,,
Natural,Natural,20,31.3,43,365,0.45,165,1870,730,1140,165,2406,35.4,43.3,BU,NA,1,0,,
Natural,Natural,20,31.3,43,365,0.45,165,1870,730,1140,165,2405,35.4,43.3,BU,NA,1,0,,
Crushed,Natural,20,31.3,43,375,0.48,180,1895,740,1155,200,2455,40.9,0,SP,NA,1,0,,
Crushed,Natural,20,31.3,43,375,0.48,180,1895,740,1155,200,2455,40.9,53.8,SP,NA,1,0,,
Natural,Natural,40,31.3,43,360,0.45,160,1880,715,1165,125,2403,33.1,0,RE,NA,0.75,0,,
Natural,Natural,40,31.3,43,360,0.45,160,1880,715,1165,125,2405,33.1,39.1,RE,NA,0.75,0,,
Crushed,Natural,20,31,43,375,0.49,185,1890,795,1095,190,2453.3,41.1,0,SP,NA,1,0,,
Crushed,Natural,20,31,43,375,0.49,185,1890,795,1095,190,2455,41.1,49.5,SP,NA,1,0,,
Crushed,Natural,20,30.7,43,375,0.49,185,1890,815,1075,150,2457,38.6,45.3,SP,NA,3.75,0,,
Crushed,Natural,20,30.7,43,375,0.49,185,1890,815,1075,150,2455,38.6,0,SP,NA,3.75,0,,
Crushed,Natural,20,30.7,43,375,0.51,190,1895,775,1120,190,2454.3,26.8,0,FL,NA,4.88,0,,
Crushed,Natural,20,30.7,43,375,0.51,190,1895,775,1120,190,2453.67,26.8,0,FL,NA,4.88,0,,
Crushed,Natural,20,30.7,43,375,0.51,190,1895,775,1120,190,2454,26.8,33.9,FO,SP,1.75,0.75,,
Natural,Natural,40,30.6,43,365,0.48,175,1850,700,1150,110,2394,27.3,0,NA,NA,0,0,,
Natural,Natural,40,30.6,43,375,0.45,170,1855,650,1205,135,2404.3,35.1,0,SP,NA,1,0,,
Natural,Natural,40,30.6,43,375,0.45,170,1855,650,1205,135,2403,35.1,43.2,SP,NA,1,0,,
Crushed,Natural,20,30.4,43,385,0.52,200,1840,756,1075,115,2428,32.8,0,NA,NA,0,0,,
Crushed,Natural,20,30.4,43,365,0.51,185,1900,800,1200,135,2453,35.4,0,SP,NA,2.5,0,,
Crushed,Natural,20,30.4,43,365,0.51,185,1900,800,1200,135,2454,35.4,42.5,SP,NA,2.5,0,,
Crushed,Natural,20,30.2,43,375,0.49,185,1890,740,1150,150,2456,29.5,0,SP,NA,1,0,,
Crushed,Natural,20,30.2,43,375,0.49,185,1890,740,1150,150,2457,29.5,41.9,SP,NA,1,0,,
Crushed,Natural,20,30.1,43,375,0.47,190,1885,760,1170,150,2405,34.2,0,BA,NA,1,0,,
Natural,Natural,40,30,43,375,0.48,175,1840,700,1140,120,2394,31.1,38.7,NA,NA,0,0,,
Natural,Natural,40,30,43,375,0.48,175,1340,700,1140,120,2394,31.1,38.7,NA,NA,0,0,,
Natural,Natural,20,29.8,43,370,0.46,170,1850,740,1110,185,2393,33.4,0,R,RX,1,0.5,,
Crushed,Natural,20,29.7,43,375,0.48,180,1895,740,1155,150,2455,27.3,0,SP,NA,1,0,,
Crushed,Natural,20,29.7,43,375,0.48,180,1895,740,1155,150,2456,27.3,34.1,SP,NA,1,0,,
Natural,Natural,40,29.5,43,375,0.48,180,1825,730,1095,110,2384,25.1,0,NA,NA,0,0,,
Crushed,Natural,20,29.1,43.1,385,0.48,215,1810,815,995,70,2413.6,22.3,29.5,NA,NA,0,0,,
Crushed,Natural,20,29.1,43.1,385,0.48,215,1810,685,1125,70,2414,22.3,0,NA,NA,0,0,,
Crushed,Natural,20,29.1,43,375,0.51,190,1855,680,1205,100,2453,30.7,37.1,NA,NA,0,0,,
Crushed,Natural,20,28.4,43,400,0.54,215,1775,675,1250,150,2394,31.2,0,NA,NA,0,0,,
Natural,Natural,40,27.9,43,375,0.48,180,1845,665,1180,130,2404,28,0,NA,NA,0,0,,
Natural,Natural,40,27.9,43,375,0.48,180,1845,665,1180,130,2403,28,33.5,NA,NA,0,0,,
Natural,Natural,20,27.4,43,375,0.48,180,1845,700,1145,100,2405,27.9,0,NA,NA,0,0,,
Natural,Natural,20,27.4,43,375,0.48,180,1845,700,1145,100,2405,27.9,33.6,NA,NA,0,0,,
Crushed,Natural,20,26.4,43,400,0.42,185,1871,842,1029,200,2444,36.4,0,SP,NA,1,0,,
Natural,Natural,40,26.4,43,375,0.48,180,1845,665,1180,110,2404,31,0,NA,NA,0,0,,
Natural,Natural,40,26.4,43,375,0.48,180,1845,665,1180,110,2403,31,38.6,NA,NA,0,0,,
Natural,Natural,40,26.2,43,350,0.47,165,1855,685,1200,190,2404,35.6,40.3,SP,NA,1,0,,
Natural,Natural,40,26.2,43,350,0.47,165,1885,685,1200,190,2403,35.6,0,SP,NA,1,0,,
Crushed,Natural,20,26.1,43,375,0.51,190,1885,760,1125,110,2454,31.4,35.6,NA,NA,0,0,,
Crushed,Natural,40,26,43,400,0.5,200,1820,725,1096,110,2423,37.7,0,NA,NA,0,0,,
Crushed,Natural,40,26,43,400,0.5,200,1820,725,1096,110,2425,37.7,45.7,NA,NA,0,0,,
Natural,Natural,20,25,43,350,0.47,165,1885,715,1170,180,2404,34.3,0,SP,NA,1,0,,
Natural,Natural,20,25,43,350,0.47,165,1885,715,1170,180,2404,34.3,38.5,SP,NA,1,0,,
Crushed,Natural,20,24.9,43,370,0.51,190,1880,715,1165,120,2446,35.9,0,RH,NA,1,0,,
Crushed,Natural,20,24.9,43,370,0.51,190,1880,715,1165,120,2461,35.9,43.8,NA,NA,0,0,,
Crushed,Natural,20,24.5,43,375,0.51,190,1885,760,1125,175,2457,30.5,0,SP,NA,3.5,0,,
Crushed,Natural,20,24.5,43,375,0.51,190,1885,760,1125,175,2456,30.5,33.4,SP,NA,3.5,0,,
Natural,Natural,40,24.4,43,355,0.48,170,1865,745,1120,170,2393,35.5,44.1,EU,NA,0.75,0,,
Natural,Natural,40,24.4,43,355,0.48,170,1865,745,1120,170,2393,35.3,0,EU,NA,0.75,0,,
Natural,Natural,40,24.1,43,350,0.48,170,1870,785,1085,210,2400,36.9,43.3,RH,NA,3.5,0,,
Natural,Natural,20,24.1,43,325,0.48,157,1923,805,1118,130,2404,35.4,43.1,RH,NA,3.25,0,,
Natural,Natural,20,24.1,43,300,0.48,145,1980,830,1150,80,2423,34.7,43.2,RH,NA,3,0,,
Crushed,Natural,20,24,43,375,0.49,185,1890,795,1095,170,2453,38.7,0,EU,NA,1,0,,
Crushed,Natural,20,24,43,375,0.49,185,1890,795,1095,170,2455,38.7,47.2,EU,NA,1,0,,
Natural,Natural,40,24,43,365,0.44,160,1875,695,1180,140,2401,33.7,0,EU,NA,1,0,,
Natural,Natural,40,24,43,365,0.44,160,1875,695,1180,140,2405,33.7,46,EU,NA,1,0,,
Natural,Natural,20,23.5,43,365,0.48,175,1840,660,1062,150,2385,25.8,0,NA,NA,0,0,,
Natural,Natural,20,23.5,43,365,0.48,175,1840,660,1062,150,2385,25.8,38.2,NA,NA,0,0,,
Crushed,Natural,20,22.4,43,400,0.54,215,1775,675,1100,150,2394,31.2,45.4,NA,NA,0,0,,
Natural,Natural,20,21,43,400,0.45,170,1855,725,1130,200,2406,34.6,0,SP,NA,1,0,,
Natural,Natural,20,21,43,400,0.45,170,1855,725,1130,200,2404,34.5,0,SP,NA,1,0,,
Natural,Natural,20,21,43,400,0.45,170,1855,725,1130,200,2407,34.6,41.5,SP,NA,1,0,,
Natural,Natural,20,21,43,400,0.45,170,1855,725,1130,200,2403,34.5,37,SP,NA,1,0,,
Crushed,Natural,20,21,43,375,0.49,185,1890,720,1170,140,2450,30.7,40.6,RE,NA,1.4,0,,
Crushed,Natural,20,20.6,43,375,0.51,190,1875,750,1125,100,2443,27.6,35.4,R2,NA,1.25,0,,
Natural,Natural,20,19.5,43,400,0.45,180,1800,774,1026,220,2391,34.6,0,SP,NA,0.75,0,,
Natural,Natural,20,19.5,43,400,0.45,180,1800,774,1062,220,2391.3,34.6,47.4,SP,NA,1,0,,
Natural,Natural,20,19.5,43,350,0.47,165,1885,811,1074,210,2508,28.3,37.4,SP,NA,0.75,0,,
Natural,Natural,20,19.5,43,350,0.47,165,1885,811,1074,210,2404,28.3,0,SP,NA,0.75,0,,
Natural,Natural,40,19.5,43,375,0.45,170,1855,670,1185,95,2406,31.3,36.1,NA,NA,0,0,,
Natural,Natural,40,19.5,43,375,0.45,170,1855,670,1185,95,2409,31.3,0,NA,NA,0,0,,
Natural,Natural,40,19.2,43,375,0.44,165,1860,650,1210,190,2401,32.6,0,NA,NA,1.2,0,,
Natural,Natural,40,19.2,43,375,0.44,165,1860,650,1210,190,2400.5,32.6,0,NA,NA,1.2,0,,
Natural,Natural,40,19.2,43,375,0.44,165,1860,650,1210,190,2402,32.6,46.7,NA,NA,1.2,0,,
Natural,Natural,20,19,43,375,0.48,180,1850,700,1150,130,2404,27.2,0,NA,NA,0,0,,
Natural,Natural,20,19,43,375,0.48,180,1850,700,1150,130,2403.3,27.2,34.5,NA,NA,0,0,,
Natural,Natural,20,18.1,43,300,0.48,145,1980,830,1150,110,2424,35.5,44.1,RH,NA,3,0,,
Natural,Natural,40,17.1,43,375,0.46,170,1855,670,1185,100,2404,24.6,0,NA,NA,0,0,,
Natural,Natural,40,17.1,43,375,0.46,170,1855,670,1185,100,2403,24.6,29.7,NA,NA,0,0,,
Natural,Natural,40,17,43,375,0.44,165,1860,690,1170,165,2405,30.4,37.5,SP,NA,0.75,0,,
Natural,Natural,40,17,43,375,0.44,165,1860,690,1170,165,2405,30.4,0,SP,NA,1,0,,
Natural,Natural,40,14.9,43,375,0.48,180,1845,700,1140,100,2404,22.4,0,NA,NA,0,0,,
Natural,Natural,40,14.9,43,375,0.48,180,1845,700,1140,100,2396,22.4,29.1,NA,NA,0,0,,
Crushed,Natural,40,14.7,43,375,0.48,180,1845,685,1160,180,2405,26.1,0,SP,NA,1,0,,
Crushed,Natural,40,14.7,43,375,0.48,180,1845,685,1160,180,2405,26.1,30,SP,NA,1,0,,
Natural,Natural,20,48,43,400,0.45,180,1305,725,1080,230,2386,30.3,34.5,R,NA,1.25,0,,
Crushed,Natural,20,42.1,43,365,0.52,190,1885,735,1250,200,2445,37.9,0,R,NA,1.25,0,,
Crushed,Natural,20,33.8,43,375,0.48,180,1875,770,1105,200,2442.7,36.5,46.6,RH,NA,0.8,0,,
Crushed,Natural,20,54.9,43,375,0.51,190,1875,695,1180,130,2440.67,38.1,0,SI,SI,0.4,0.9,,
Crushed,Natural,20,54.9,43,375,0.51,190,1875,695,1180,130,2444,38.1,51.2,SI,SI,0.4,0.9,,
Natural,Natural,20,48,43,400,0.45,180,1805,725,1080,230,2389,30.3,0,RH,NA,1.25,0,,
Natural,Natural,20,48,43,400,0.45,180,1805,725,1080,230,2385,34.5,45.5,RH,NA,1.25,0,,
Natural,Natural,20,0,43,375,0.45,170,1860,700,1160,170,2407,36.1,0,DO,NA,0,0,,
Crushed,Natural,20,63.1,43,375,0.52,195,1860,570,1200,160,2435,41,50.7,NA,NA,1.25,0,,
Natural,Natural,40,48.5,43,365,0.44,160,1875,695,1180,130,2406,38.4,0,RE,NA,0.75,0,,
Natural,Natural,40,4804,43,350,0.48,168,1870,730,1140,205,2407,37.9,0,SP,NA,1,0,,
Natural,Natural,20,48,43,400,0.45,180,1305,725,1080,230,2386,30.3,34.5,RH,NA,1.25,0,,
Natural,Natural,20,0,43,375,0.45,170,1860,700,1160,170,2407,36.1,0,DO,NA,2.3,0,,
